,Código,Posto,Mês/Ano,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
314,451,Paulista,03/2022,0.0,0.0,0.0,3.0,5.2,49.6,0.0,0.0,0.2,1.4,2.4,12.4,0.0,0.0,13.5,4.2,0.0,1.4,0.0,0.0,0.0,27.8,15.2,15.6,8.7,0.0,17.0,3.6,1.6,0.0,0.0,8190.9
315,265,Recife (Alto da Brasileira),03/2022,5.9,2.8,0.0,0.0,41.0,63.5,11.1,0.0,0.0,,3.9,0.0,10.1,1.4,11.8,2.8,6.1,2.6,0.2,0.0,0.0,105.6,40.4,9.1,0.0,0.0,33.5,15.7,1.2,0.0,0.0,8504.7
316,196,Recife (Codecipe / Santo Amaro),03/2022,13.2,4.1,0.0,4.4,40.1,66.0,0.2,0.2,0.3,0.2,0.0,0.0,22.0,1.0,4.5,2.0,7.0,0.0,0.1,0.0,3.4,93.0,55.0,30.0,2.2,0.0,14.9,5.0,0.0,0.0,0.0,8354.5
317,30,Recife (Várzea),03/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.2
318,267,São Lourenço da Mata (Tapacurá),03/2022,0.0,0.0,0.0,0.0,60.1,79.7,7.6,1.2,0.0,0.8,0.0,0.9,18.9,0.0,12.1,6.2,9.9,4.1,6.3,0.0,6.9,41.5,14.5,37.4,1.2,0.0,36.6,21.2,1.4,0.0,0.0,5980.6
319,198,Abreu e Lima,04/2022,0.0,0.2,0.0,12.0,0.0,6.8,22.0,6.0,19.3,0.0,0.0,0.0,4.1,0.0,0.0,0.0,12.0,1.8,0.0,22.0,9.0,22.6,23.0,0.5,8.7,0.0,0.0,0.0,18.5,4.9,,8750.9
320,309,Araçoiaba (Granja Cristo Redentor),04/2022,0.0,0.0,0.0,9.1,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,4.8,0.0,0.0,16.3,9.0,4.3,10.1,0.0,0.0,10.1,0.0,,5855.1
321,301,Cabo,04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
322,490,Cabo (Barragem de Gurjaú),04/2022,0.0,0.9,7.5,1.3,0.0,0.0,15.0,7.1,1.3,3.5,0.0,0.0,0.2,0.0,8.6,0.0,0.0,0.0,2.2,18.1,12.4,0.5,9.7,22.7,4.5,41.3,0.7,0.6,4.5,1.7,,9366.8
323,491,Cabo (Barragem de Suape),04/2022,1.8,0.0,10.8,0.0,0.0,0.0,1.4,6.3,0.0,10.8,0.0,0.0,3.3,0.0,0.0,0.0,0.8,0.0,4.9,31.6,0.0,4.7,4.4,9.7,0.3,26.0,0.3,0.0,13.8,0.0,,9539.9
324,603,Cabo (Pirapama),04/2022,0.1,0.0,6.6,9.8,0.0,0.0,6.1,11.6,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,8.9,3.9,1.6,20.9,10.5,0.2,1.2,32.5,0.1,43.1,0.5,4.2,13.0,2.3,,9823.0
325,201,Camaragibe,04/2022,0.0,0.0,36.9,15.1,0.0,0.0,21.3,19.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,13.0,0.5,3.6,17.3,6.0,0.0,0.0,0.0,2.5,48.0,3.1,1.3,34.2,18.8,,8877.0
326,28,Goiana (Itapirema - IPA),04/2022,0.0,0.0,0.0,8.6,0.2,0.0,0.2,1.4,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,5.8,8.6,0.2,10.0,17.0,0.0,6.6,0.2,0.0,27.6,0.0,,6098.7
327,487,Goiana - PCD,04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
328,100,Igarassu,04/2022,0.0,0.0,6.7,6.7,0.0,0.1,21.1,1.5,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.6,9.0,0.0,5.7,0.3,0.0,31.0,39.3,7.3,29.8,1.6,4.7,6.1,10.5,,8265.5
329,269,Igarassu (Bar.Catucá),04/2022,0.0,0.0,5.8,12.9,1.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.5,,1.5,6.2,1.7,0.0,47.2,19.9,1.5,5.0,0.0,2.1,15.0,9.7,,6499.1
330,294,Igarassu (Usina São José),04/2022,6.0,10.7,0.0,18.0,5.8,3.8,35.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,4.2,0.0,0.0,18.0,10.0,2.2,12.5,0.0,0.0,12.0,11.0,,6727.4
331,387,Ipojuca,04/2022,0.0,14.6,12.7,6.1,0.0,0.0,1.5,4.9,9.2,0.0,5.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,3.5,34.9,1.7,2.2,4.2,21.8,6.5,45.0,39.0,1.2,20.6,3.0,,10181.0
332,602,Ipojuca (Suape) - PCD,04/2022,0.0,0.0,6.6,0.0,0.0,0.2,7.6,1.8,13.6,12.6,0.0,0.0,23.6,0.0,0.0,0.0,0.4,0.0,1.0,24.0,2.8,0.0,9.2,6.2,12.0,14.6,1.0,0.0,9.2,0.4,,5432.2
333,524,Itamaracá,04/2022,0.0,0.0,0.0,13.9,0.0,0.8,17.2,4.3,11.9,0.3,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.3,0.0,20.6,0.5,33.2,33.2,20.1,0.0,7.8,0.6,0.0,0.0,7.0,,7707.2
334,520,Itapissuma,04/2022,0.0,0.0,0.0,12.5,0.0,0.5,16.5,3.5,11.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,18.5,1.5,0.0,32.5,19.0,0.0,5.0,2.9,1.4,0.0,6.5,,7373.2
335,604,Jaboatão (Cidade da Copa) - PCD,04/2022,0.0,0.0,48.0,17.0,0.0,1.2,8.8,15.8,5.0,0.2,0.0,0.0,17.2,0.0,0.0,0.0,22.8,0.0,1.6,41.2,0.4,0.0,7.8,23.0,1.8,13.0,2.0,0.0,38.2,17.2,,8785.2
336,202,Jaboatão dos Guararapes,04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
337,268,Jaboatão dos Guararapes (Bar.Duas Unas),04/2022,4.8,1.3,26.5,6.9,0.5,0.0,6.8,20.1,0.0,4.2,0.0,0.0,1.1,0.0,0.0,0.0,22.9,3.8,0.0,36.5,1.7,0.0,4.0,6.5,0.8,14.5,3.9,1.1,3.3,26.3,,9203.9
338,205,Moreno,04/2022,3.9,0.8,15.7,4.9,0.4,0.0,6.1,1.8,19.8,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,37.1,11.0,0.0,3.7,3.6,9.1,13.7,4.1,5.3,3.1,32.1,,8390.0
339,199,Olinda,04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.5
340,551,Olinda (Academia Santa Gertrudes),04/2022,0.1,0.0,6.5,13.5,0.0,18.0,12.2,0.6,2.2,4.0,0.0,0.0,3.3,0.0,0.0,0.0,16.0,0.0,0.0,65.6,5.1,0.0,42.4,0.9,1.3,2.0,0.3,0.1,1.3,13.0,,7795.2
341,209,Olinda (Alto da Bondade),04/2022,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
342,1049,Olinda (Jardim Atlântico),04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
343,451,Paulista,04/2022,0.0,0.0,0.0,9.3,0.0,9.8,11.3,2.4,0.8,0.0,0.0,0.0,5.6,0.0,0.0,0.0,15.2,0.0,0.0,19.2,0.0,0.0,9.7,1.4,6.0,0.0,0.0,0.0,5.6,4.0,,8190.9
344,265,Recife (Alto da Brasileira),04/2022,2.3,0.0,1.0,21.6,2.6,1.5,34.3,6.9,0.5,,0.0,0.0,7.5,0.0,0.0,0.0,3.4,0.5,0.9,21.9,5.6,0.0,55.9,1.0,0.0,3.3,0.5,1.5,11.4,1.0,,8504.7
345,196,Recife (Codecipe / Santo Amaro),04/2022,0.0,0.0,5.2,20.9,0.0,24.2,8.0,20.6,7.2,0.4,0.4,0.0,27.0,0.0,0.0,0.0,1.8,0.6,0.0,36.0,2.0,0.0,21.0,6.4,2.7,5.8,0.2,0.3,2.9,10.2,,8354.5
346,30,Recife (Várzea),04/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.2
347,267,São Lourenço da Mata (Tapacurá),04/2022,1.3,0.0,6.3,8.3,0.6,0.0,0.0,0.0,5.1,0.0,0.0,0.0,1.8,0.0,0.0,0.0,11.1,0.0,0.0,17.2,11.8,0.0,1.6,8.1,0.0,13.7,1.7,3.2,11.1,16.4,,5980.6
348,198,Abreu e Lima,05/2022,0.2,33.3,14.7,0.0,1.1,0.0,20.0,0.0,0.0,0.1,0.0,1.3,26.0,38.7,3.5,6.1,0.7,0.0,0.0,0.0,11.7,0.0,2.8,60.6,133.0,10.0,14.0,132.7,53.6,47.0,23.5,8750.9
349,309,Araçoiaba (Granja Cristo Redentor),05/2022,6.9,0.0,13.3,3.0,1.9,1.2,0.0,7.6,0.0,0.0,0.0,0.0,14.1,0.0,3.1,16.8,0.0,0.0,0.0,0.0,2.1,0.0,2.2,27.0,126.5,5.7,19.1,178.8,27.8,27.5,25.3,5855.1
350,301,Cabo,05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
351,490,Cabo (Barragem de Gurjaú),05/2022,0.2,13.6,15.2,8.7,0.5,0.4,9.5,8.3,1.1,0.0,2.8,0.6,3.6,26.8,1.5,0.3,0.5,0.7,0.0,0.0,0.0,11.7,0.4,63.8,102.6,38.0,44.8,119.6,74.8,9.1,48.3,9366.8
352,491,Cabo (Barragem de Suape),05/2022,1.4,14.0,34.3,10.7,0.0,0.0,1.5,1.2,4.4,0.0,0.8,6.4,22.3,31.3,0.0,4.1,1.6,0.0,0.0,0.0,1.2,12.8,0.0,160.0,113.0,66.5,52.9,110.6,91.2,5.0,73.8,9539.9
353,603,Cabo (Pirapama),05/2022,1.0,4.2,19.5,20.4,0.0,8.7,4.7,3.2,2.1,0.8,0.0,4.3,18.2,17.3,6.5,2.3,2.1,3.4,0.0,0.0,16.8,10.1,0.0,94.4,106.3,37.7,39.0,109.0,78.2,7.5,75.2,9823.0
354,201,Camaragibe,05/2022,4.2,10.9,25.1,11.5,2.5,0.8,6.9,0.0,3.9,0.0,0.5,0.0,0.0,5.4,12.0,3.0,6.9,0.0,0.0,0.0,24.2,0.0,4.5,48.5,163.0,28.3,28.0,202.0,39.5,10.9,42.0,8877.0
355,28,Goiana (Itapirema - IPA),05/2022,0.0,2.2,6.6,6.5,0.0,4.5,8.0,0.4,0.0,0.4,1.2,2.0,0.0,0.6,11.0,4.2,3.7,0.0,0.0,0.0,0.0,3.5,2.7,25.0,126.8,6.3,3.4,160.8,9.5,35.4,59.7,6098.7
356,487,Goiana - PCD,05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
357,100,Igarassu,05/2022,0.2,25.0,19.2,2.0,0.0,4.7,12.1,2.5,0.6,1.5,0.3,3.0,3.2,66.5,4.6,19.1,1.6,0.0,0.0,0.0,2.7,6.0,1.5,45.0,129.7,20.0,10.2,132.0,35.5,36.0,48.7,8265.5
358,269,Igarassu (Bar.Catucá),05/2022,0.0,6.9,13.4,1.0,1.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.1,0.0,2.0,2.0,,0.0,0.0,15.1,1.8,0.0,49.4,117.0,24.2,17.9,160.3,35.2,27.3,26.0,6499.1
359,294,Igarassu (Usina São José),05/2022,0.0,7.6,16.7,2.8,0.3,3.3,7.5,0.0,1.2,0.0,0.0,3.3,7.5,34.0,6.0,19.0,1.2,0.0,0.0,0.0,12.0,0.5,1.0,59.5,129.0,5.6,25.5,160.0,129.0,35.0,29.1,6727.4
360,387,Ipojuca,05/2022,0.0,11.5,32.7,17.0,0.0,1.8,3.3,1.1,31.0,0.0,2.3,7.0,43.6,21.9,0.3,2.0,0.7,0.2,0.0,0.0,4.6,33.9,0.7,135.9,109.3,70.8,39.8,108.3,62.2,1.0,69.3,10181.0
361,602,Ipojuca (Suape) - PCD,05/2022,0.0,5.6,19.6,12.4,0.0,0.6,0.8,1.0,2.8,0.4,6.2,1.0,46.8,1.0,0.0,2.6,0.0,0.0,0.0,0.0,5.2,4.4,0.2,111.4,142.6,41.4,26.6,119.0,33.2,5.6,62.6,5432.2
362,524,Itamaracá,05/2022,0.2,5.7,10.7,0.9,0.0,5.4,6.5,5.2,2.1,0.0,3.9,2.7,2.6,10.7,4.1,3.3,0.8,0.0,0.0,0.7,6.1,5.8,12.3,26.6,135.6,14.7,3.3,151.7,16.1,41.7,48.3,7707.2
363,520,Itapissuma,05/2022,0.0,5.5,10.0,0.5,0.0,5.0,6.0,4.5,1.9,1.5,3.0,2.0,5.2,10.0,3.9,3.0,0.6,0.0,0.0,0.0,5.4,3.5,10.0,25.0,135.0,14.2,4.6,152.2,15.4,26.3,47.5,7373.2
364,604,Jaboatão (Cidade da Copa) - PCD,05/2022,1.6,19.6,27.2,9.6,2.0,14.8,13.0,5.4,0.0,0.0,1.0,2.0,24.6,8.2,9.2,4.0,2.8,0.0,0.0,0.0,5.8,6.2,0.4,72.0,150.0,42.0,23.8,252.4,36.0,21.8,33.0,8785.2
365,202,Jaboatão dos Guararapes,05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
366,268,Jaboatão dos Guararapes (Bar.Duas Unas),05/2022,3.9,17.4,20.5,6.4,0.7,12.3,11.8,3.6,1.2,0.0,0.0,5.9,13.0,10.6,15.2,9.5,1.2,0.7,0.0,0.0,0.0,8.6,0.0,27.8,96.2,34.5,27.0,172.2,120.6,11.3,42.9,9203.9
367,205,Moreno,05/2022,4.1,30.4,19.7,7.4,1.0,11.9,12.1,3.4,1.7,0.0,0.0,5.7,13.1,9.0,14.9,9.4,1.5,0.9,0.0,0.0,0.0,9.1,0.0,27.9,91.2,36.7,28.1,178.1,121.4,14.2,43.1,8390.0
368,199,Olinda,05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.5
369,551,Olinda (Academia Santa Gertrudes),05/2022,0.0,24.5,10.5,3.0,0.0,1.0,0.0,7.4,1.6,0.7,0.6,2.5,15.5,46.7,6.6,11.3,0.1,0.0,0.0,0.0,5.7,13.8,1.7,63.5,,18.2,8.7,133.3,39.8,20.7,58.7,7795.2
370,209,Olinda (Alto da Bondade),05/2022,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,1049,Olinda (Jardim Atlântico),05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
372,451,Paulista,05/2022,1.8,8.8,14.0,0.0,0.0,5.9,11.0,2.2,0.0,0.0,7.0,5.2,19.9,38.8,7.3,6.2,0.2,0.0,0.0,0.0,2.5,12.9,0.0,66.7,158.4,9.2,2.6,192.3,21.2,24.7,34.7,8190.9
373,265,Recife (Alto da Brasileira),05/2022,4.2,9.9,22.7,4.3,1.7,1.4,6.8,9.0,1.2,,0.5,11.4,18.1,33.6,1.2,22.8,0.4,5.2,0.0,0.0,11.4,1.6,0.3,50.8,128.7,46.6,20.9,130.1,71.5,9.8,53.0,8504.7
374,196,Recife (Codecipe / Santo Amaro),05/2022,5.2,9.0,15.4,11.8,0.4,0.0,6.4,3.5,0.4,0.0,2.0,0.0,11.2,21.1,3.5,2.1,0.0,0.0,0.0,0.0,0.0,10.2,1.8,69.0,137.4,33.2,13.2,190.0,85.2,19.2,35.2,8354.5
375,30,Recife (Várzea),05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.2
376,267,São Lourenço da Mata (Tapacurá),05/2022,0.8,3.1,26.9,6.9,0.0,7.6,5.4,2.1,0.0,0.0,0.0,16.9,19.4,22.1,2.7,19.1,3.1,0.0,0.0,0.0,0.0,11.2,0.0,23.9,81.2,18.2,23.2,97.2,90.5,4.9,20.2,5980.6
377,198,Abreu e Lima,06/2022,9.5,19.5,8.8,95.0,21.4,1.5,122.0,3.5,0.0,9.8,51.5,75.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.5,9.2,25.0,126.0,19.5,3.7,0.0,0.0,10.5,3.0,21.5,,8750.9
378,309,Araçoiaba (Granja Cristo Redentor),06/2022,34.8,8.2,2.7,28.9,22.1,35.3,49.1,2.2,0.0,7.4,12.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,14.7,11.8,2.0,24.7,37.4,5.3,0.0,0.0,0.0,0.0,0.0,29.4,,5855.1
379,301,Cabo,06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
380,490,Cabo (Barragem de Gurjaú),06/2022,28.6,20.0,18.1,35.9,8.6,0.5,67.4,12.2,8.6,13.5,0.0,39.7,0.0,0.0,4.6,26.4,0.3,3.6,2.8,38.6,7.4,21.7,73.7,15.0,4.9,3.3,1.0,0.0,9.9,8.2,,9366.8
381,491,Cabo (Barragem de Suape),06/2022,45.0,10.3,23.5,99.1,6.6,3.2,68.0,26.0,13.8,0.0,0.0,34.9,0.0,0.0,0.0,32.7,1.8,3.6,4.8,32.5,0.7,38.9,77.5,10.0,8.2,1.8,0.8,1.7,9.0,6.8,,9539.9
382,603,Cabo (Pirapama),06/2022,45.0,18.2,1.1,69.3,7.2,2.0,48.6,17.8,7.9,13.3,11.2,84.5,0.2,0.2,0.7,38.2,10.5,9.6,1.1,38.7,17.5,18.6,73.7,8.1,5.3,0.0,0.8,0.7,5.1,6.2,,9823.0
383,201,Camaragibe,06/2022,15.9,9.8,15.9,0.0,16.2,3.2,72.3,3.6,14.5,8.9,32.5,6.4,0.0,0.0,0.0,0.0,10.3,0.0,2.5,27.4,5.6,37.5,62.2,24.2,0.0,0.0,0.9,1.7,1.5,20.5,,8877.0
384,28,Goiana (Itapirema - IPA),06/2022,61.9,8.7,22.3,2.7,14.9,2.4,31.7,2.8,4.6,5.4,2.2,17.2,0.0,0.0,0.0,3.4,0.4,0.0,0.0,32.4,1.6,12.4,35.0,16.0,2.4,0.0,0.0,0.6,0.5,28.2,,6098.7
385,487,Goiana - PCD,06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
386,100,Igarassu,06/2022,47.4,15.6,3.5,64.4,8.8,2.3,78.0,7.4,0.2,7.3,27.5,21.6,0.3,0.0,0.0,4.9,2.3,0.0,2.5,11.2,4.8,25.1,73.0,18.5,7.7,0.0,0.0,10.8,1.5,23.7,,8265.5
387,269,Igarassu (Bar.Catucá),06/2022,35.3,14.9,0.0,59.0,5.2,0.0,55.0,10.2,8.4,1.2,8.4,2.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,21.2,7.4,29.2,58.3,5.5,5.6,0.0,0.0,1.2,0.0,18.6,,6499.1
388,294,Igarassu (Usina São José),06/2022,39.2,12.0,13.7,49.0,5.0,0.7,67.3,7.1,2.6,5.7,18.0,23.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,19.5,4.4,23.3,71.0,12.5,3.5,0.0,0.0,2.0,0.0,18.0,,6727.4
389,387,Ipojuca,06/2022,71.0,0.7,41.5,72.0,15.3,3.0,86.9,17.7,11.0,14.1,1.1,32.5,0.0,0.0,0.9,42.0,0.5,2.0,4.7,42.9,3.8,39.7,73.2,4.6,9.7,0.3,1.8,1.9,11.2,7.4,,10181.0
390,602,Ipojuca (Suape) - PCD,06/2022,20.2,4.8,108.8,10.4,12.2,9.0,90.4,0.8,16.2,6.8,10.0,24.2,0.0,0.0,0.0,37.0,0.2,4.0,1.6,32.8,0.0,38.0,63.2,5.0,15.4,4.2,0.6,9.8,15.8,11.6,,5432.2
391,524,Itamaracá,06/2022,4.8,16.0,36.0,41.0,11.1,5.0,46.1,4.8,2.7,17.4,22.0,26.7,0.0,0.0,0.0,4.5,5.7,0.0,2.4,4.7,2.8,15.4,60.5,29.8,3.9,0.0,0.0,9.8,3.8,21.6,,7707.2
392,520,Itapissuma,06/2022,4.5,15.5,46.2,40.2,10.1,3.1,45.5,4.0,2.2,12.5,20.0,18.4,0.0,0.0,0.0,4.2,5.5,0.0,2.2,4.5,2.5,21.2,62.7,28.3,4.1,0.0,0.0,0.0,3.2,20.5,,7373.2
393,604,Jaboatão (Cidade da Copa) - PCD,06/2022,19.8,3.0,56.8,9.2,28.2,4.6,91.8,1.0,14.8,9.8,39.6,17.0,0.0,0.0,0.6,2.0,15.6,0.0,1.8,44.0,1.4,43.4,61.2,15.8,1.6,0.0,0.0,0.8,2.0,13.2,,8785.2
394,202,Jaboatão dos Guararapes,06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
395,268,Jaboatão dos Guararapes (Bar.Duas Unas),06/2022,33.8,0.8,3.3,33.9,11.5,2.7,52.1,23.3,3.4,9.2,31.7,25.8,0.0,0.0,0.7,1.6,20.9,0.0,2.6,32.3,5.3,44.0,61.0,15.9,7.7,1.2,0.4,0.5,0.0,10.4,,9203.9
396,205,Moreno,06/2022,39.2,1.0,4.1,3.7,11.9,4.1,55.6,25.1,11.2,9.9,32.1,26.2,0.0,0.0,0.9,1.9,21.0,0.0,2.9,33.1,6.1,43.7,62.0,16.2,7.5,1.9,1.0,0.7,0.0,11.1,,8390.0
397,199,Olinda,06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425.5
398,551,Olinda (Academia Santa Gertrudes),06/2022,11.1,11.3,44.6,50.0,45.1,3.0,101.1,0.1,0.3,5.3,37.7,24.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,13.1,0.0,17.1,81.1,12.6,0.8,0.0,0.2,8.7,11.3,29.6,,7795.2
399,209,Olinda (Alto da Bondade),06/2022,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
400,1049,Olinda (Jardim Atlântico),06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
401,451,Paulista,06/2022,8.9,6.7,50.6,20.3,41.5,0.2,68.9,2.6,0.0,2.6,33.9,49.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,12.6,3.6,14.6,85.1,9.5,2.8,0.0,0.0,8.7,3.8,21.4,,8190.9
402,265,Recife (Alto da Brasileira),06/2022,22.1,14.1,3.1,62.1,61.2,1.3,84.1,6.5,0.0,0.0,0.0,29.3,0.0,0.0,1.3,5.3,5.3,0.0,0.0,35.6,8.3,18.0,55.1,10.1,4.2,0.0,0.0,5.4,3.2,13.6,,8504.7
403,196,Recife (Codecipe / Santo Amaro),06/2022,15.2,18.0,9.2,81.5,38.0,0.3,101.4,12.0,5.2,4.0,26.2,21.0,0.0,0.0,0.0,2.2,1.4,0.0,0.0,22.5,0.0,23.2,80.9,14.7,4.0,0.0,0.3,7.2,16.0,27.0,,8354.5
404,30,Recife (Várzea),06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.2
405,267,São Lourenço da Mata (Tapacurá),06/2022,25.7,5.7,1.2,27.3,7.9,1.5,39.5,19.9,3.9,4.6,3.9,29.5,0.0,0.0,0.0,1.6,17.1,0.0,1.2,25.1,2.6,25.5,58.1,11.2,5.6,0.0,0.0,0.0,0.0,7.9,,5980.6
406,198,Abreu e Lima,07/2022,3.8,13.0,31.2,15.0,11.0,1.5,0.0,13.6,0.0,4.0,1.9,0.1,0.0,7.2,0.0,0.5,20.0,0.0,5.2,0.4,63.5,36.5,2.5,6.5,0.5,0.5,6.5,3.5,0.0,4.0,28.9,8750.9
407,309,Araçoiaba (Granja Cristo Redentor),07/2022,6.6,28.7,14.7,13.4,9.9,6.7,17.4,15.0,0.0,8.5,0.0,0.0,0.9,0.0,0.0,8.4,6.3,1.6,0.0,0.0,24.2,26.8,0.0,4.3,0.0,0.0,7.1,0.0,0.0,14.2,1.1,5855.1
408,301,Cabo,07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
409,490,Cabo (Barragem de Gurjaú),07/2022,9.0,42.6,10.9,9.9,26.6,15.0,4.5,4.4,6.9,3.1,1.0,0.4,5.0,9.0,1.0,5.8,24.0,0.9,4.0,0.3,22.8,22.7,7.1,5.7,0.0,0.0,15.9,0.0,0.0,14.3,24.0,9366.8
410,491,Cabo (Barragem de Suape),07/2022,5.8,5.9,14.3,5.1,23.1,11.0,0.8,2.3,10.0,5.5,2.6,0.0,0.3,7.4,7.5,8.6,28.4,4.2,4.1,0.0,15.7,18.5,11.7,1.1,1.1,2.4,8.8,0.8,0.0,21.5,94.3,9539.9
411,603,Cabo (Pirapama),07/2022,3.5,44.5,11.5,6.6,20.8,20.7,0.0,7.8,12.4,5.6,0.7,0.0,3.9,4.5,0.9,5.0,26.3,2.7,3.8,1.3,18.3,23.1,10.0,4.2,0.8,0.7,6.9,1.1,0.0,24.7,9.8,9823.0
412,201,Camaragibe,07/2022,3.6,7.3,12.1,20.2,20.5,7.2,10.7,12.1,4.1,2.5,3.5,0.0,2.7,3.6,0.0,1.4,28.1,1.6,7.8,0.0,29.0,50.5,4.9,0.0,7.5,0.0,15.0,10.8,0.0,0.0,0.0,8877.0
413,28,Goiana (Itapirema - IPA),07/2022,7.4,5.4,22.6,24.8,17.4,2.2,19.4,45.2,0.0,1.5,0.2,0.0,0.2,0.8,0.2,0.0,0.4,5.8,2.0,0.4,34.3,12.4,0.4,1.0,0.2,0.0,2.0,0.0,0.0,1.6,4.0,6098.7
414,487,Goiana - PCD,07/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
415,100,Igarassu,07/2022,11.0,11.7,35.6,26.0,38.0,5.3,7.1,28.0,2.0,2.4,0.2,0.2,0.0,7.7,0.5,0.2,3.0,14.2,6.4,0.3,22.0,20.0,0.0,3.0,0.0,0.0,4.7,5.0,0.0,0.0,7.5,8265.5
416,269,Igarassu (Bar.Catucá),07/2022,4.9,5.9,30.6,28.9,27.7,6.2,0.0,31.3,3.0,5.8,0.0,0.0,0.6,8.4,0.0,0.0,15.7,,3.0,0.8,32.8,28.5,0.0,2.0,0.8,0.0,4.6,5.7,0.0,4.0,17.4,6499.1
417,294,Igarassu (Usina São José),07/2022,6.7,26.5,23.0,24.0,26.0,2.8,10.8,16.0,1.0,4.0,0.0,0.0,0.2,6.0,0.4,2.0,12.0,3.2,5.4,0.6,31.7,18.7,2.5,2.8,0.0,0.0,5.2,3.2,0.0,2.0,11.5,6727.4
418,387,Ipojuca,07/2022,6.7,34.1,13.4,5.5,35.9,14.6,1.5,7.9,20.3,4.6,1.5,0.0,5.5,8.8,1.1,7.7,28.6,1.3,5.7,1.4,15.1,11.1,6.5,2.4,1.3,1.1,5.5,0.2,0.0,27.0,101.1,10181.0
419,602,Ipojuca (Suape) - PCD,07/2022,4.8,67.4,4.8,5.4,12.8,8.0,0.0,0.8,0.0,2.4,1.2,0.0,7.4,1.2,0.0,10.2,11.0,3.0,2.0,2.4,16.2,23.0,2.8,4.2,0.8,1.4,7.2,0.0,0.0,32.4,48.8,5432.2
420,524,Itamaracá,07/2022,54.9,5.2,1.6,20.1,37.6,1.0,7.6,43.7,11.3,2.5,0.0,0.0,10.5,2.0,0.0,9.3,16.0,5.5,3.5,0.0,48.5,19.0,0.4,1.2,0.5,0.9,4.7,2.5,0.0,0.0,4.0,7707.2
421,520,Itapissuma,07/2022,36.1,4.1,1.5,19.1,16.1,1.2,7.5,41.6,10.2,1.4,0.0,0.0,7.5,9.4,0.0,8.5,1.5,3.4,5.2,0.2,36.1,18.3,0.3,1.0,0.6,0.5,2.5,1.1,0.0,0.0,3.8,7373.2
